,タイム,上り,人気,備考,単勝,厩舎ｺﾒﾝﾄ,性齢,斤量,枠番,着差,着順,調教師,調教ﾀｲﾑ,賞金(万円),通過,馬主,馬体重,馬名,馬番,騎手,ﾀｲﾑ指数,発走,場所,レース名,ラウンド数,コース,天候,地面,日付
2,3:16.0,35.2,8,,30.6,,牡7,58,6,6,3,[西]藤原英昭,,"3,840.2",6-5-4-5,サンデーレーシング,452(-8),パフォーマプロミス,8,北村友一,**,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,晴 ,良 ,2019-04-28
3,3:16.0,35.2,2,,3.3,,牡4,58,2,クビ,4,[西]友道康夫,,"2,300.0",13-13-9-5,Ｇリビエール・レーシング,472(+6),エタリオウ,2,Ｍ．デム,**,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,晴 ,良 ,2019-04-28
4,3:16.5,35.5,3,,6.4,,牡4,58,6,3,5,[西]友道康夫,,"1,500.0",11-11-11-7,金子真人ホールディングス,492(+8),ユーキャンスマイル,9,岩田康誠,**,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,晴 ,良 ,2019-04-28
5,3:16.8,35.8,10,,54.2,,牡5,58,1,1.1/2,6,[西]矢作芳人,,,5-5-7-7,窪田康志,464(-4),チェスナットコート,1,坂井瑠星,**,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,晴 ,良 ,2019-04-28
6,3:17.3,36.8,9,,44.5,,牡6,58,5,3,7,[西]矢作芳人,,,4-4-2-2,加藤守,530(+2),カフジプリンス,6,中谷雄太,**,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,晴 ,良 ,2019-04-28
7,3:17.4,36.4,11,,60.0,,牡6,58,3,3/4,8,[西]庄野靖志,,,10-10-9-7,辻牧場,454(+10),リッジマン,3,蛯名正義,**,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,晴 ,良 ,2019-04-28
8,3:17.6,36.2,13,,158.7,,牡7,58,7,1.1/4,9,[西]西橋豊治,,,12-12-13-12,田畑富子,472(0),ケントオー,11,幸英明,**,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,晴 ,良 ,2019-04-28
9,3:17.7,36.5,4,,9.2,,牡5,58,8,3/4,10,[西]宮本博,,,8-8-11-11,前田幸治,496(+2),クリンチャー,12,三浦皇成,**,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,晴 ,良 ,2019-04-28
10,3:18.9,38.4,5,,9.2,,牡4,58,4,7,11,[西]高橋義忠,,,3-3-1-2,松本好雄,508(-2),メイショウテッコン,5,福永祐一,**,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,晴 ,良 ,2019-04-28
11,3:20.7,39.9,7,,30.3,,牡6,58,8,大,12,[西]昆貢,,,2-2-4-7,ロードホースクラブ,500(+2),ロードヴァンドール,13,横山典弘,**,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,晴 ,良 ,2019-04-28
12,,,12,,68.4,,牡6,58,4,,中,[西]西村真幸,,,1-1-2-13,杉山忠国,522(+4),ヴォージュ,4,和田竜二,**,15,京都,第159回天皇賞(春)(G1),11R,芝右外3200m ,晴 ,良 ,2019-04-28
0,2:12.8,36.3,8,,25.1,,牝5,56,8,,1,[東]久保田貴,,"15,361.2",11-11-10-6,キャロットファーム,438(0),マリアライト,16,蛯名正義,**,15,阪神,第57回宝塚記念(G1),11R,芝右2200m ,晴 ,稍重 ,2016-06-26
1,2:12.8,36.1,1,,1.9,,牡4,58,5,クビ,2,[東]堀宣行,,"6,103.2",13-13-10-9,サンデーレーシング,498(0),ドゥラメンテ,9,Ｍ．デム,**,15,阪神,第57回宝塚記念(G1),11R,芝右2200m ,晴 ,稍重 ,2016-06-26
2,2:12.8,36.8,2,,5.0,,牡4,58,2,ハナ,3,[西]清水久詞,,"3,851.6",1-1-1-1,大野商事,536(+12),キタサンブラック,3,武豊,**,15,阪神,第57回宝塚記念(G1),11R,芝右2200m ,晴 ,稍重 ,2016-06-26
3,2:13.0,36.7,4,,10.6,,牡6,58,4,1.1/4,4,[西]池江泰寿,,"2,300.0",7-8-5-3,金子真人ホールディングス,486(-4),ラブリーデイ,7,ルメール,**,15,阪神,第57回宝塚記念(G1),11R,芝右2200m ,晴 ,稍重 ,2016-06-26
4,2:13.4,36.9,7,,18.3,,牡5,58,4,2.1/2,5,[西]藤原英昭,,"1,500.0",9-10-10-6,キャロットファーム,484(-2),ステファノス,8,戸崎圭太,**,15,阪神,第57回宝塚記念(G1),11R,芝右2200m ,晴 ,稍重 ,2016-06-26
5,2:13.5,36.8,9,,28.7,,牡4,58,8,3/4,6,[東]堀宣行,,,13-13-14-9,里見治,480(+3),サトノクラウン,15,岩田康誠,**,15,阪神,第57回宝塚記念(G1),11R,芝右2200m ,晴 ,稍重 ,2016-06-26
6,2:13.8,37.4,11,,57.9,,牡6,58,3,1.3/4,7,[西]角居勝彦,,,9-9-7-6,シルクレーシング,480(0),ラストインパクト,6,川田将雅,**,15,阪神,第57回宝塚記念(G1),11R,芝右2200m ,晴 ,稍重 ,2016-06-26
7,2:13.9,37.7,10,,50.6,,牡6,58,6,1/2,8,[西]池江泰寿,,,4-5-5-2,里見治,496(-8),サトノノブレス,12,和田竜二,**,15,阪神,第57回宝塚記念(G1),11R,芝右2200m ,晴 ,稍重 ,2016-06-26
8,2:14.2,37.6,5,,15.8,,牡4,58,3,1.3/4,9,[西]友道康夫,,,7-5-7-9,佐々木主浩,468(0),シュヴァルグラン,5,福永祐一,**,15,阪神,第57回宝塚記念(G1),11R,芝右2200m ,晴 ,稍重 ,2016-06-26
9,2:14.3,37.2,17,,201.8,,牡8,58,7,クビ,10,[西]加藤敬二,,,15-15-14-17,前田晋二,512(0),ヒットザターゲット,14,小牧太,**,15,阪神,第57回宝塚記念(G1),11R,芝右2200m ,晴 ,稍重 ,2016-06-26
10,2:14.3,37.7,14,,86.7,,セ8,58,5,アタマ,11,[西]平田修,,,4-5-7-13,鈴木隆司,458(0),カレンミロティック,10,ベリー,**,15,阪神,第57回宝塚記念(G1),11R,芝右2200m ,晴 ,稍重 ,2016-06-26
11,2:14.3,37.2,16,,125.0,,牝4,56,7,クビ,12,[西]石坂正,,,16-17-17-15,サンデーレーシング,468(+2),タッチングスピーチ,13,浜中俊,**,15,阪神,第57回宝塚記念(G1),11R,芝右2200m ,晴 ,稍重 ,2016-06-26
12,2:14.4,37.6,15,,104.3,,牡4,58,8,1/2,13,[西]池添兼雄,,,16-16-14-13,山田和夫,498(-4),ヤマカツエース,17,池添謙一,**,15,阪神,第57回宝塚記念(G1),11R,芝右2200m ,晴 ,稍重 ,2016-06-26
13,2:14.8,38.6,13,,85.4,,牡5,58,2,2.1/2,14,[西]橋口慎介,,,2-2-2-3,前田幸治,492(0),ワンアンドオンリー,4,田辺裕信,**,15,阪神,第57回宝塚記念(G1),11R,芝右2200m ,晴 ,稍重 ,2016-06-26
14,2:14.9,38.5,6,,17.7,,牡5,58,6,クビ,15,[西]谷潔,,,2-3-3-9,東豊物産,492(0),トーホウジャッカル,11,酒井学,**,15,阪神,第57回宝塚記念(G1),11R,芝右2200m ,晴 ,稍重 ,2016-06-26
15,2:14.9,38.6,3,,9.1,,牡4,58,1,クビ,16,[西]音無秀孝,,,4-3-3-3,近藤英子,470(+2),アンビシャス,2,横山典弘,**,15,阪神,第57回宝塚記念(G1),11R,芝右2200m ,晴 ,稍重 ,2016-06-26
16,2:15.1,38.2,12,,64.5,,牡6,58,1,1,17,[東]宗像義忠,,,11-11-13-15,サンデーレーシング,458(-2),フェイムゲーム,1,柴山雄一,**,15,阪神,第57回宝塚記念(G1),11R,芝右2200m ,晴 ,稍重 ,2016-06-26
0,1:47.5,34.2,2,,3.1,,牡3,56,1,,1,[西]庄野靖志,,"3,840.6",4-6-6,ＮＩＣＫＳ,500(+2),スワーヴリチャード,1,四位洋文,**,15,東京,第51回共同通信杯(G3),11R,芝左1800m ,晴 ,良 ,2017-02-12
1,1:47.9,35.1,6,,25.6,,牡3,56,7,2.1/2,2,[東]小桧山悟,,"1,511.6",3-2-2,柴原榮,484(0),エトルディーニュ,8,柴山雄一,**,15,東京,第51回共同通信杯(G3),11R,芝左1800m ,晴 ,良 ,2017-02-12
2,1:47.9,34.7,1,,2.8,,牡3,56,4,アタマ,3,[西]石坂正,,955.8,4-5-4,サンデーレーシング,508(0),ムーヴザワールド,4,戸崎圭太,**,15,東京,第51回共同通信杯(G3),11R,芝左1800m ,晴 ,良 ,2017-02-12
3,1:47.9,35.1,4,,5.7,,牡3,56,3,ハナ,4,[西]矢作芳人,,570.0,2-1-1,田中成奉,516(-8),タイセイスターリー,3,ルメール,**,15,東京,第51回共同通信杯(G3),11R,芝左1800m ,晴 ,良 ,2017-02-12
4,1:47.9,34.8,9,,73.3,,牡3,56,2,アタマ,5,[東]高木登,,380.0,1-4-4,ディアレストクラブ,500(0),ディアシューター,2,田辺裕信,**,15,東京,第51回共同通信杯(G3),11R,芝左1800m ,晴 ,良 ,2017-02-12
5,1:48.1,34.5,3,,4.0,,牡3,56,5,1.1/4,6,[西]角居勝彦,,,4-7-8,ラッキーフィールド,502(+2),エアウィンザー,5,武豊,**,15,東京,第51回共同通信杯(G3),11R,芝左1800m ,晴 ,良 ,2017-02-12
6,1:48.2,34.6,8,,45.3,,牝3,54,6,1/2,7,[東]田中剛,,,8-8-8,島井新一郎,472(0),ビルズトレジャー,7,田中勝春,**,15,東京,第51回共同通信杯(G3),11R,芝左1800m ,晴 ,良 ,2017-02-12
7,1:48.4,35.0,5,,23.7,,牡3,56,7,1.1/4,8,[東]大和田成,,,10-8-6,金子真人ホールディングス,498(-4),チャロネグロ,9,内田博幸,**,15,東京,第51回共同通信杯(G3),11R,芝左1800m ,晴 ,良 ,2017-02-12
8,1:48.4,34.8,7,,28.0,,牡3,56,8,クビ,9,[東]相沢郁,,,10-10-8,河内孝夫,486(0),アサギリジョー,10,石川裕紀,**,15,東京,第51回共同通信杯(G3),11R,芝左1800m ,晴 ,良 ,2017-02-12
9,1:48.9,35.0,10,,140.6,,牡3,56,6,3,10,[西]北出成人,,,8-11-11,吉岡實,474(0),エテレインミノル,6,石橋脩,**,15,東京,第51回共同通信杯(G3),11R,芝左1800m ,晴 ,良 ,2017-02-12
10,1:50.1,37.3,11,,264.3,,牡3,56,8,7,11,[地]佐々木洋,,,4-2-2,太田好則,470(-7),サイバーエレキング,11,今野忠成,**,15,東京,第51回共同通信杯(G3),11R,芝左1800m ,晴 ,良 ,2017-02-12
0,2:01.0,35.2,9,,22.2,,牡5,57,3,,1,[西]池江泰寿,,"12,298.2",4-3-4-4,サンデーレーシング,524(-4),アルアイン,3,北村友一,**,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,曇 ,良 ,2019-03-31
1,2:01.0,35.4,2,,4.1,,牡5,57,4,クビ,2,[西]角居勝彦,,"4,885.2",2-2-2-2,石川達絵,508(+2),キセキ,6,川田将雅,**,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,曇 ,良 ,2019-03-31
2,2:01.1,35.1,4,,8.2,,牡4,57,2,クビ,3,[西]友道康夫,,"3,042.6",7-7-8-8,金子真人ホールディングス,468(+8),ワグネリアン,2,福永祐一,**,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,曇 ,良 ,2019-03-31
3,2:01.2,34.9,10,,37.4,,牡6,57,1,3/4,4,[西]友道康夫,,"1,800.0",14-14-11-11,金子真人ホールディングス,506(-8),マカヒキ,1,岩田康誠,**,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,曇 ,良 ,2019-03-31
4,2:01.2,35.2,5,,9.3,,牡5,57,6,クビ,5,[西]角居勝彦,,"1,200.0",7-7-8-8,ラッキーフィールド,504(-8),エアウィンザー,9,浜中俊,**,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,曇 ,良 ,2019-03-31
5,2:01.3,35.3,1,,3.2,,牡4,57,5,1/2,6,[東]大竹正博,,,11-12-8-8,シルクレーシング,530(-4),ブラストワンピース,7,池添謙一,**,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,曇 ,良 ,2019-03-31
6,2:01.5,35.9,13,,119.5,,牡5,57,8,1.1/4,7,[西]音無秀孝,,,2-3-2-3,社台レースホース,450(0),スティッフェリオ,13,田辺裕信,**,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,曇 ,良 ,2019-03-31
7,2:01.6,35.1,14,,218.9,,牡5,57,4,クビ,8,[西]角田晃一,,,9-10-11-14,市川義美ホールディングス,490(0),ムイトオブリガード,5,横山典弘,**,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,曇 ,良 ,2019-03-31
8,2:01.6,35.8,11,,57.6,,牡5,57,8,クビ,9,[西]音無秀孝,,,6-5-4-4,サンデーレーシング,482(-10),ダンビュライト,14,松若風馬,**,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,曇 ,良 ,2019-03-31
9,2:02.0,36.5,8,,14.3,,牡4,57,3,2,10,[西]藤原英昭,,,1-1-1-1,ヒダカ・ブリーダーズ・ユニオン,490(-6),エポカドーロ,4,戸崎圭太,**,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,曇 ,良 ,2019-03-31
10,2:02.0,36.1,3,,7.3,,牡5,57,7,クビ,11,[西]池江泰寿,,,9-9-6-4,Ｇ１レーシング,494(+2),ペルシアンナイト,11,Ｍ．デム,**,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,曇 ,良 ,2019-03-31
11,2:02.1,35.8,7,,13.5,,牡5,57,5,クビ,12,[西]浅見秀一,,,13-13-11-11,Ｇ１レーシング,488(+10),サングレーザー,8,ミナリク,**,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,曇 ,良 ,2019-03-31
12,2:02.4,36.1,12,,94.8,,牡4,57,6,1.3/4,13,[西]矢作芳人,,,11-10-11-11,社台レースホース,454(-6),ステイフーリッシュ,10,藤岡康太,**,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,曇 ,良 ,2019-03-31
13,2:02.5,36.7,6,,12.2,,牡4,57,7,3/4,14,[東]木村哲也,,,4-5-6-4,サンデーレーシング,478(-12),ステルヴィオ,12,丸山元気,**,15,阪神,第63回大阪杯(G1),11R,芝右2000m ,曇 ,良 ,2019-03-31
0,2:22.6,35.1,12,,93.1,,牡3,57,1,,1,[西]角居勝彦,,"22,527.7",2-2-2-2,猪熊広次,486(-8),ロジャーバローズ,1,浜中俊,**,15,東京,第86回東京優駿(G1),11R,芝左2400m ,晴 ,良 ,2019-05-26
1,2:22.6,34.5,3,,4.7,,牡3,57,4,クビ,2,[東]萩原清,,"8,722.2",5-5-5-3,ダノックス,454(+4),ダノンキングリー,7,戸崎圭太,**,15,東京,第86回東京優駿(G1),11R,芝左2400m ,晴 ,良 ,2019-05-26
2,2:23.0,34.3,2,,4.3,,牡3,57,7,2.1/2,3,[西]中内田充,,"5,361.1",7-7-7-8,金子真人ホールディングス,486(+8),ヴェロックス,13,川田将雅,**,15,東京,第86回東京優駿(G1),11R,芝左2400m ,晴 ,良 ,2019-05-26
3,2:23.1,34.1,1,,1.6,,牡3,57,3,1/2,4,[西]角居勝彦,,"3,000.0",11-11-11-11,キャロットファーム,490(-6),サートゥルナーリア,6,レーン,**,15,東京,第86回東京優駿(G1),11R,芝左2400m ,晴 ,良 ,2019-05-26
4,2:23.1,34.3,13,,107.9,,牡3,57,5,アタマ,5,[東]高木登,,"2,000.0",13-12-11-9,西山茂行,486(0),ニシノデイジー,9,勝浦正樹,**,15,東京,第86回東京優駿(G1),11R,芝左2400m ,晴 ,良 ,2019-05-26
5,2:23.2,34.7,7,,66.2,,牡3,57,5,クビ,6,[西]池江泰寿,,,5-6-5-7,キャロットファーム,494(+4),クラージュゲリエ,10,三浦皇成,**,15,東京,第86回東京優駿(G1),11R,芝左2400m ,晴 ,良 ,2019-05-26
6,2:23.2,34.4,5,,33.3,,牡3,57,7,クビ,7,[東]藤沢和雄,,,8-9-9-9,窪田芳郎,492(+4),ランフォザローゼス,14,福永祐一,**,15,東京,第86回東京優駿(G1),11R,芝左2400m ,晴 ,良 ,2019-05-26
7,2:23.4,34.2,11,,92.9,,牡3,57,6,1.1/4,8,[西]高橋義忠,,,15-14-13-13,東京ホースレーシング,476(-4),レッドジェニアル,11,酒井学,**,15,東京,第86回東京優駿(G1),11R,芝左2400m ,晴 ,良 ,2019-05-26
8,2:23.8,34.6,15,,265.1,,牡3,57,8,2.1/2,9,[西]鮫島一歩,,,15-15-16-13,八木良司,464(+4),タガノディアマンテ,16,田辺裕信,**,15,東京,第86回東京優駿(G1),11R,芝左2400m ,晴 ,良 ,2019-05-26
9,2:24.0,34.4,10,,80.0,,牡3,57,4,1,10,[西]池添兼雄,,,17-17-18-16,松本好雄,454(0),メイショウテンゲン,8,武豊,**,15,東京,第86回東京優駿(G1),11R,芝左2400m ,晴 ,良 ,2019-05-26
10,2:24.2,35.8,18,,434.3,,牡3,57,3,1.1/4,11,[東]高木登,,,8-7-7-5,サラブレッドクラブ・ラフィアン,476(0),マイネルサーパス,5,丹内祐次,**,15,東京,第86回東京優駿(G1),11R,芝左2400m ,晴 ,良 ,2019-05-26
11,2:24.3,36.0,14,,131.7,,牡3,57,2,3/4,12,[東]相沢郁,,,4-4-4-5,高橋勉,460(+6),エメラルファイト,3,石川裕紀,**,15,東京,第86回東京優駿(G1),11R,芝左2400m ,晴 ,良 ,2019-05-26
12,2:24.5,35.3,17,,420.1,,牡3,57,8,1.1/4,13,[東]武藤善則,,,12-12-13-13,岡田繁幸,460(+4),ナイママ,17,柴田大知,**,15,東京,第86回東京優駿(G1),11R,芝左2400m ,晴 ,良 ,2019-05-26
13,2:24.5,35.0,16,,317.9,,牡3,57,1,アタマ,14,[西]千田輝彦,,,13-15-16-16,平山靖,524(0),ヴィント,2,竹之下智,**,15,東京,第86回東京優駿(G1),11R,芝左2400m ,晴 ,良 ,2019-05-26
14,2:25.0,38.3,6,,53.2,,牡3,57,7,3,15,[西]松永幹夫,,,1-1-1-1,寺田千代乃,474(-6),リオンリオン,15,横山武史,**,15,東京,第86回東京優駿(G1),11R,芝左2400m ,晴 ,良 ,2019-05-26
15,2:25.0,36.1,9,,77.3,,牡3,57,8,ハナ,16,[東]堀宣行,,,8-9-9-11,サンデーレーシング,476(-2),シュヴァルツリーゼ,18,石橋脩,**,15,東京,第86回東京優駿(G1),11R,芝左2400m ,晴 ,良 ,2019-05-26
16,2:25.8,37.6,8,,67.7,,牡3,57,2,5,17,[西]池江泰寿,,,3-3-3-3,サトミホースカンパニー,462(-4),サトノルークス,4,池添謙一,**,15,東京,第86回東京優駿(G1),11R,芝左2400m ,晴 ,良 ,2019-05-26
17,2:26.9,37.4,4,,25.9,,牡3,57,6,7,18,[西]須貝尚介,,,17-17-15-16,近藤利一,492(-16),アドマイヤジャスタ,12,Ｍ．デム,**,15,東京,第86回東京優駿(G1),11R,芝左2400m ,晴 ,良 ,2019-05-26
0,1:50.8,35.9,2,,5.7,,牡2,54,7,,1,[西]須貝尚介,,"3,051.8",10-10-9-4,近藤利一,492(-4),アドマイヤエイカン,11,岩田康誠,**,15,札幌,第50回札幌2歳ステークス(G3),11R,芝右1800m ,晴 ,稍重 ,2015-09-05
1,1:50.8,36.2,1,,3.0,,牡2,54,6,ハナ,2,[西]池江泰寿,,"1,214.8",4-7-6-4,キャロットファーム,456(+6),プロフェット,10,ルメール,**,15,札幌,第50回札幌2歳ステークス(G3),11R,芝右1800m ,晴 ,稍重 ,2015-09-05
2,1:51.0,36.2,8,,17.0,,牝2,54,3,1.1/4,3,[西]西浦勝一,,757.4,7-8-9-8,大塚亮一,406(0),クロコスミア,4,勝浦正樹,**,15,札幌,第50回札幌2歳ステークス(G3),11R,芝右1800m ,晴 ,稍重 ,2015-09-05
3,1:51.1,36.0,5,,8.7,,牡2,54,4,1/2,4,[西]安田隆行,,450.0,13-13-12-6,Ｈ．Ｈ．シェイク・モハメド,462(0),ラヴアンドポップ,5,池添謙一,**,15,札幌,第50回札幌2歳ステークス(G3),11R,芝右1800m ,晴 ,稍重 ,2015-09-05
4,1:51.5,36.3,3,,7.6,,牡2,54,3,2.1/2,5,[西]松田博資,,300.0,13-13-14-13,サンデーレーシング,474(-2),アラバスター,3,菱田裕二,**,15,札幌,第50回札幌2歳ステークス(G3),11R,芝右1800m ,晴 ,稍重 ,2015-09-05
5,1:51.5,36.4,7,,15.0,,牡2,54,8,ハナ,6,[西]藤岡健一,,,11-11-12-9,幅田京子,476(-6),スパーキングジョイ,13,藤岡康太,**,15,札幌,第50回札幌2歳ステークス(G3),11R,芝右1800m ,晴 ,稍重 ,2015-09-05
6,1:51.8,37.6,10,,46.3,,牡2,54,8,1.3/4,7,[地]田中淳司,,,4-3-3-2,辻牧場,426(0),リッジマン,14,岩橋勇二,**,15,札幌,第50回札幌2歳ステークス(G3),11R,芝右1800m ,晴 ,稍重 ,2015-09-05
7,1:52.3,37.9,11,,60.4,,牝2,54,4,3,8,[西]池添兼雄,,,2-4-4-6,横瀬兼二,450(+2),アラモアナワヒネ,6,藤田伸二,**,15,札幌,第50回札幌2歳ステークス(G3),11R,芝右1800m ,晴 ,稍重 ,2015-09-05
8,1:52.4,38.3,12,,66.6,,牝2,54,7,3/4,9,[東]高木登,,,2-2-2-1,北所直人,478(+2),ペイシャフェリシタ,12,丸田恭介,**,15,札幌,第50回札幌2歳ステークス(G3),11R,芝右1800m ,晴 ,稍重 ,2015-09-05
9,1:52.6,38.0,9,,29.0,,牝2,54,2,1.1/4,10,[東]藤原辰雄,,,11-11-6-9,秋谷壽之,474(+8),ディーズプラネット,2,横山典弘,**,15,札幌,第50回札幌2歳ステークス(G3),11R,芝右1800m ,晴 ,稍重 ,2015-09-05
10,1:52.8,38.2,4,,7.9,,牝2,54,5,1.1/4,11,[西]高橋義忠,,,4-4-6-9,三田昌宏,480(-2),アフターダーク,8,福永祐一,**,15,札幌,第50回札幌2歳ステークス(G3),11R,芝右1800m ,晴 ,稍重 ,2015-09-05
11,1:53.0,38.2,6,,10.6,,牡2,54,1,1.1/4,12,[西]浅見秀一,,,7-8-9-13,杉山忠国,522(+6),リアルキング,1,四位洋文,**,15,札幌,第50回札幌2歳ステークス(G3),11R,芝右1800m ,晴 ,稍重 ,2015-09-05
12,1:53.8,39.4,14,,182.8,,牝2,54,5,5,13,[東]本間忍,,,7-4-4-12,北所直人,458(+4),ペイシャオブマーシ,7,柴山雄一,**,15,札幌,第50回札幌2歳ステークス(G3),11R,芝右1800m ,晴 ,稍重 ,2015-09-05
13,1:53.9,39.9,13,,146.6,,牡2,54,6,クビ,14,[東]堀井雅広,,,1-1-1-2,桐谷茂,476(+4),ネコダンサー,9,丸山元気,**,15,札幌,第50回札幌2歳ステークス(G3),11R,芝右1800m ,晴 ,稍重 ,2015-09-05
0,2:12.7,33.4,2,,6.1,,牡3,56,3,,1,[東]菊沢隆徳,,"5,510.6",8-6-6-6,野田みづき,482(-2),ミッキースワロー,5,横山典弘,**,15,中山,第71回朝日セントライト記念(G2),11R,芝右外2200m ,晴 ,良 ,2017-09-18
1,2:13.0,33.8,1,,1.7,,牡3,56,4,1.3/4,2,[西]池江泰寿,,"2,231.6",5-5-5-4,サンデーレーシング,526(+10),アルアイン,7,ルメール,**,15,中山,第71回朝日セントライト記念(G2),11R,芝右外2200m ,晴 ,良 ,2017-09-18
2,2:13.2,34.2,3,,6.6,,牡3,56,2,1.1/4,3,[西]池江泰寿,,"1,415.8",3-4-3-4,里見治,462(+12),サトノクロニクル,2,Ｍ．デム,**,15,中山,第71回朝日セントライト記念(G2),11R,芝右外2200m ,晴 ,良 ,2017-09-18
3,2:13.3,34.5,6,,23.6,,牡3,56,8,3/4,4,[西]音無秀孝,,810.0,2-2-2-2,社台レースホース,438(-4),スティッフェリオ,15,北村友一,**,15,中山,第71回朝日セントライト記念(G2),11R,芝右外2200m ,晴 ,良 ,2017-09-18
4,2:13.5,34.1,8,,26.0,,牡3,56,5,1.1/4,5,[西]鮫島一歩,,540.0,6-8-8-7,本間茂,510(+2),プラチナヴォイス,9,内田博幸,**,15,中山,第71回朝日セントライト記念(G2),11R,芝右外2200m ,晴 ,良 ,2017-09-18
5,2:13.7,35.0,7,,24.6,,牡3,56,6,1.1/4,6,[東]谷原義明,,,1-1-1-1,戸部政彦,444(+10),サンデームーティエ,10,吉田豊,**,15,中山,第71回朝日セントライト記念(G2),11R,芝右外2200m ,晴 ,良 ,2017-09-18
6,2:13.7,34.1,5,,17.5,,牡3,56,4,ハナ,7,[東]戸田博文,,,8-9-9-9,窪田芳郎,450(0),サーレンブラント,6,岩田康誠,**,15,中山,第71回朝日セントライト記念(G2),11R,芝右外2200m ,晴 ,良 ,2017-09-18
7,2:13.7,34.0,10,,39.3,,牡3,56,8,クビ,8,[東]二ノ宮敬,,,10-10-10-11,広尾レース,492(+4),クレッシェンドラヴ,14,戸崎圭太,**,15,中山,第71回朝日セントライト記念(G2),11R,芝右外2200m ,晴 ,良 ,2017-09-18
8,2:13.8,34.8,4,,10.7,,牡3,56,3,クビ,9,[西]宮本博,,,3-3-3-2,前田幸治,490(+18),クリンチャー,4,藤岡佑介,**,15,中山,第71回朝日セントライト記念(G2),11R,芝右外2200m ,晴 ,良 ,2017-09-18
9,2:13.9,34.2,13,,111.2,,牡3,56,7,3/4,10,[東]堀宣行,,,10-10-10-9,村木篤,474(-2),ストロングレヴィル,13,石橋脩,**,15,中山,第71回朝日セントライト記念(G2),11R,芝右外2200m ,晴 ,良 ,2017-09-18
10,2:14.0,34.7,9,,36.6,,牡3,56,1,クビ,11,[東]柄崎孝,,,6-6-6-8,三度屋,486(-4),サンシロウ,1,柴田善臣,**,15,中山,第71回朝日セントライト記念(G2),11R,芝右外2200m ,晴 ,良 ,2017-09-18
11,2:14.4,34.4,12,,80.0,,牡3,56,7,2.1/2,12,[東]伊藤伸一,,,13-12-12-11,本間茂,432(-6),ローリングタワー,12,三浦皇成,**,15,中山,第71回朝日セントライト記念(G2),11R,芝右外2200m ,晴 ,良 ,2017-09-18
12,2:14.4,34.2,11,,45.2,,牡3,56,6,アタマ,13,[東]小島太,,,15-15-14-13,社台レースホース,458(+2),インペリアルフィズ,11,田辺裕信,**,15,中山,第71回朝日セントライト記念(G2),11R,芝右外2200m ,晴 ,良 ,2017-09-18
13,2:15.1,34.9,15,,337.1,,牡3,56,5,4,14,[東]柴田政人,,,14-14-14-13,黒澤尚,448(-2),ブラックギムレット,8,大野拓弥,**,15,中山,第71回朝日セントライト記念(G2),11R,芝右外2200m ,晴 ,良 ,2017-09-18
